name,cuisines,area,averagecost,dinner ratings,cluster
RB Food Point,"North Indian, Chinese","BTM, Bangalore",300,3.8,0
Kirti Kitchen,"North Indian, Chinese","BTM, Bangalore",100,,0
Bathinda Tandoor,"North Indian, Mughlai","BTM, Bangalore",400,4.1,4
Lassi Corner,"Beverages, Desserts, Fast Food, Ice Cream, Shake","Koramangala 8th Block, Bangalore",250,3.6,0
Swad Punjab Da,North Indian,"BTM, Bangalore",200,4.1,4
Rajanna Military Hotel,"Andhra, South Indian, Biryani","Jayanagar, Bangalore",550,4.0,4
Nadan Pothichoru,"Kerala, South Indian, Beverages","Koramangala 7th Block, Bangalore",150,,0
Nawabs Biryani,"Biryani, Beverages, North Indian, Chinese, Hyderabadi, Kebab","BTM, Bangalore",300,,3
Biryani Mount,"Biryani, North Indian","HSR, Bangalore",300,,3
IBC - Indian Biryani Company,"Biryani, North Indian, Chinese, Desserts, Beverages","HSR, Bangalore",300,,3
Sardarji Ka Dhaba,North Indian,"Bommanahalli, Bangalore",250,4.1,4
Maharaja Military Canteen,"South Indian, Biryani","Jayanagar, Bangalore",200,,3
Mumbai Tiffin,North Indian,"HSR, Bangalore",100,,0
Aramane Donne Biryani,"Seafood, South Indian, Chinese, North Indian, Shake","JP Nagar, Bangalore",400,3.5,0
King Punjabi Restaurant,"North Indian, Chinese","BTM, Bangalore",400,3.7,0
Tharavadu Malabar Biryani,"Kerala, Biryani, South Indian, North Indian, Seafood","Koramangala 1st Block, Bangalore",150,,3
Kataria's,"North Indian, Chinese","BTM, Bangalore",300,3.0,2
Gyani Da Punjabi Dhaba,"North Indian, Chinese, Seafood","BTM, Bangalore",500,4.1,4
Chung Wah,"Chinese, Thai, Vietnamese","Koramangala 5th Block, Bangalore",800,3.7,4
Bhaijan's Biryani,"Biryani, Kebab, Beverages","BTM, Bangalore",250,,0
Al Meezaj,"North Indian, Mughlai, Hyderabadi, Kebab, Biryani","BTM, Bangalore",300,,0
Aramane Donne Biriyani,"Biryani, North Indian","BTM, Bangalore",300,4.0,4
Hotel Godavari,"Andhra, Biryani, South Indian, Chinese","BTM, Bangalore",400,3.9,4
Basmati Biriyani Nation,"Biryani, Mughlai, Fast Food, Desserts","HSR, Bangalore",200,,0
Hungry Chang,"Chinese, Fast Food","HSR, Bangalore",200,,3
New Mangalore Lunch Home,"Mangalorean, Chinese, North Indian","Koramangala 1st Block, Bangalore",300,3.0,2
Bathinda Junction,"North Indian, Chinese, Mughlai, Desserts, Beverages","HSR, Bangalore",400,4.0,4
Sahana's Nati Style,"South Indian, Biryani, Mughlai","Wilson Garden, Bangalore",400,4.1,4
The Punjabi Cuisine,"South Indian, North Indian, Mughlai","BTM, Bangalore",250,,0
Raichur Biryani House,"North Indian, Chinese, Biryani","HSR, Bangalore",400,3.8,4
The Parotta Combo,"South Indian, Desserts","Koramangala 5th Block, Bangalore",150,,0
Rotti Mane,South Indian,"Jayanagar, Bangalore",150,3.6,0
Bengali Fun Foods,"Bengali, North Indian","BTM, Bangalore",800,4.0,4
Imperio Combo King,North Indian,"HSR, Bangalore",200,,3
Kerala Note Book,"Kerala, Chinese","HSR, Bangalore",150,,3
Anupam's Coast II Coast,"Seafood, Mangalorean, North Indian, Chinese, Beverages","Koramangala 6th Block, Bangalore",1100,4.2,1
The Rasoiya Street,"North Indian, Continental, Mexican, Chinese, Desserts, Beverages","HSR, Bangalore",900,4.2,4
Bowl 99,"North Indian, Mughlai, Desserts","Koramangala 8th Block, Bangalore",150,,0
Gyani De Paranthe,"North Indian, Chinese","BTM, Bangalore",150,,3
The Daily Bowl,"North Indian, Mughlai, Chinese","BTM, Bangalore",300,,0
Thali 99,"North Indian, Mughlai","Koramangala 8th Block, Bangalore",300,,0
Dhansagar Restaurant,"North Indian, Mughlai, Chinese, Biryani, Seafood, Shake","BTM, Bangalore",750,3.8,4
Hotel Prashanth,"Mughlai, North Indian, Chinese","JP Nagar, Bangalore",350,3.8,4
Naati Cafe,"South Indian, Biryani, Mughlai","Koramangala 7th Block, Bangalore",400,4.0,4
Euphoria Bakers,Bakery,"BTM, Bangalore",400,,3
Voosh Thalis & Bowls,North Indian,"BTM, Bangalore",200,,3
Hanumanthu Palav,"Biryani, South Indian","HSR, Bangalore",400,3.3,2
Punjabites By Empire,"North Indian, Mughlai, Biryani, Desserts, Beverages","Koramangala 7th Block, Bangalore",200,,0
Hotel Aradhana,North Indian,"Bannerghatta Road, Bangalore",300,3.7,0
Dande's Hyderabad Biryani,"Andhra, North Indian, Chinese","HSR, Bangalore",200,,0
Basmati Express,"Chettinad, North Indian","HSR, Bangalore",150,,3
Meghana Foods,"Biryani, Andhra, North Indian, Chinese","Hosur Road, Bangalore",500,4.0,4
McDonald's,"Burger, Beverages, Fast Food, Desserts","Bangalore Central, Bellandur, Bangalore",400,3.0,2
Mani's Dum Biryani,"Biryani, Kebab","HSR, Bangalore",800,4.1,4
Kannur Food Point,"Kerala, Chinese, South Indian, Arabian, Juices, Beverages, Shake","BTM, Bangalore",500,4.0,4
Leon Grill,"Burger, Fast Food, Wraps, Street Food, Desserts, Beverages","HSR, Bangalore",400,4.3,4
Donne Biriyani House,"Biryani, South Indian","HSR, Bangalore",400,3.9,4
KFC,"Burger, Fast Food, Biryani, Desserts, Beverages","HSR, Bangalore",500,4.0,4
Empire Restaurant,"North Indian, Biryani, Kebab, Chinese, South Indian, Beverages","HSR, Bangalore",700,4.1,4
A2B - Adyar Ananda Bhavan,"South Indian, Fast Food, Street Food, Ice Cream, Beverages, North Indian, Chinese","HSR, Bangalore",800,2.5,2
Punjabi Nawabi,"North Indian, Biryani, Mughlai, Chinese","HSR, Bangalore",1000,4.2,4
New Udupi Grand,"South Indian, North Indian, Street Food, Beverages, Chinese, Shake","HSR, Bangalore",600,3.8,4
Simplee Shawarma,"Lebanese, Fast Food, Beverages","HSR, Bangalore",200,,0
Onesta,"Pizza, Pasta, Fast Food, Desserts, Beverages, Sandwich, North Indian","HSR, Bangalore",500,4.4,4
Dindigul Thalappakatti,"Biryani, North Indian, South Indian, Chinese, Beverages","HSR, Bangalore",400,3.9,4
Kabab Magic,"North Indian, Kebab, Hyderabadi, Beverages","HSR, Bangalore",400,3.2,2
Behrouz Biryani,"Biryani, Mughlai","HSR, Bangalore",350,,3
Donne Biryani House,"Biryani, South Indian","HSR, Bangalore",150,,3
Imperio Restaurant,"North Indian, Biryani, Arabian, Chinese, Kebab, Beverages, Juices","Sarjapur Road, Bangalore",150,,3
Nandhana Palace,"Biryani, Andhra, North Indian, South Indian, Chinese, Beverages","HSR, Bangalore",250,,3
Kanti Sweets,"Mithai, Street Food, Desserts","HSR, Bangalore",50,,0
Anand Sweets And Savouries,"Mithai, Street Food, Desserts, Beverages","Sarjapur Road, Bangalore",300,4.1,4
EatFit,"Mithai, North Indian, Pizza, Burger, Fast Food, Street Food, Desserts, Beverages","Hosur Road, Bangalore",200,,3
Faasos - Wraps & Rolls,"North Indian, Desserts, Wraps, Beverages","HSR, Bangalore",200,,3
99 Variety Dosa & Pav Bhaji,"South Indian, Street Food","HSR, Bangalore",250,3.9,0
Punjabi Nukkad Pure Veg,"North Indian, Chinese, Mughlai","HSR, Bangalore",350,4.2,4
Andhra Gunpowder,"Biryani, South Indian, Desserts, Beverages","HSR, Bangalore",200,,3
Biryani Trip,Biryani,"Koramangala 1st Block, Bangalore",250,,3
FreshMenu,"Continental, North Indian, Biryani","HSR, Bangalore",200,,3
BOX8 - Desi Meals,"North Indian, Wraps, Fast Food, Biryani, Desserts, Beverages","HSR, Bangalore",200,,0
Subway,"Healthy Food, Fast Food, Sandwich, Salad, Beverages, Wraps","HSR, Bangalore",400,2.8,2
Amma's Pastries,Bakery,"HSR, Bangalore",100,,0
Corner House Ice Creams,"Desserts, Ice Cream, Beverages","HSR, Bangalore",300,4.5,4
Nagarjuna,"Andhra, North Indian, Biryani","Koramangala 5th Block, Bangalore",700,4.4,4
La Pino'z Pizza,"Pizza, Fast Food","Bellandur, Bangalore",500,3.9,4
California Burrito,"Mexican, Fast Food, Beverages, Desserts","HSR, Bangalore",500,4.2,4
Pathaan Sir,"Rolls, Fast Food","HSR, Bangalore",500,2.8,2
Starbucks Coffee,"Coffee, Desserts, Beverages","HSR, Bangalore",600,2.8,2
Nanda's,"Biryani, Andhra, North Indian, Chinese","HSR, Bangalore",600,2.9,2
Pizza Hut,"Pizza, Fast Food, Desserts, Beverages","HSR, Bangalore",400,2.4,2
Al-Bek,"Mughlai, Arabian, North Indian, Chinese","HSR, Bangalore",100,,0
Nandhini Deluxe,"Andhra, Biryani, Chinese, North Indian, Mughlai, Desserts, Beverages","Koramangala 5th Block, Bangalore",700,4.0,4
Five Star Chicken,"Wraps, Burger, Rolls, Fast Food, Street Food","HSR, Bangalore",400,3.3,2
Ovenstory Pizza,"Pizza, Desserts","HSR, Bangalore",250,,3
Polar Bear,"Ice Cream, Beverages, Shake","HSR, Bangalore",350,3.9,4
Hyderabad Biryaani House,"Biryani, North Indian, Chinese, Mughlai, Kebab, Seafood, Desserts, Beverages","Koramangala 5th Block, Bangalore",800,4.2,4
Madras Meal Company,"South Indian, Chettinad","HSR, Bangalore",150,,3
MOJO Pizza - 2X Toppings,"Pizza, Fast Food, Desserts, Beverages","HSR, Bangalore",250,,0
Sharief Bhai,"Mughlai, Arabian, Afghan, Biryani, Kebab, Street Food, Beverages","Bommanahalli, Bangalore",150,,3
Beijing Bites,"Chinese, Thai, Seafood, Healthy Food","HSR, Bangalore",800,3.8,4
WOW! Momo,"Momos, Fast Food, Tibetan","HSR, Bangalore",400,3.8,4
Kwality Wallâs Frozen Dessert and Ice Cream Shop,Ice Cream,"HSR, Bangalore",100,,0
CakeZone,"Bakery, Desserts","Bommanahalli, Bangalore",300,,0
Kapoor's Cafe,"North Indian, Beverages, Desserts","HSR, Bangalore",700,4.0,4
Sardarji Londonwaley,"North Indian, Chinese","HSR, Bangalore",150,,3
Natural Ice Cream,"Ice Cream, Beverages","HSR, Bangalore",300,3.7,0
Madeena Hotel,"South Indian, Chinese, North Indian","HSR, Bangalore",400,3.9,4
ZAZA 22 Spice Biryani,"Biryani, Mughlai, North Indian","HSR, Bangalore",200,,0
NIC - Natural Ice Creams,Ice Cream,"HSR, Bangalore",100,,3
Namaste,"South Indian, Chinese, Beverages","HSR, Bangalore",200,4.0,4
Ambur Star Briyani Since 1890,"Biryani, Chettinad, Chinese","BTM, Bangalore",450,3.9,4
Call Me Chow,"Chinese, Momos, Asian, Desserts, Beverages","BTM, Bangalore",200,,0
Hyderabadi Biryani Hub,"Biryani, Hyderabadi, Andhra, Chinese, South Indian, North Indian","Sarjapur Road, Bangalore",200,,0
Falahaar & Kota Kachori,"North Indian, Rajasthani, Fast Food, Mithai, Beverages","HSR, Bangalore",400,3.2,2
Ludos Pizza,Pizza,"HSR, Bangalore",200,,3
WarmOven Cake & Desserts,"Bakery, Desserts","HSR, Bangalore",350,,0
LunchBox - Meals and Thalis,"North Indian, Healthy Food, Beverages, Chinese","HSR, Bangalore",200,,3
Goli Vada Pav No. 1,"Street Food, Fast Food, Burger, Ice Cream, Desserts","HSR, Bangalore",350,3.5,0
Meat And Eat,"Burger, Wraps, Italian, Fast Food, Biryani, Sandwich, Desserts, Beverages","Bommanahalli, Bangalore",450,2.7,2
Great Indian Khichdi,"Healthy Food, Beverages","HSR, Bangalore",150,,3
Ambur Biryani Point,"Biryani, Kebab","Bommanahalli, Bangalore",200,2.8,2
The Punjabi Rasoi,"Mughlai, North Indian, Chinese","Sarjapur Road, Bangalore",800,4.2,4
Smoor,"Bakery, Desserts","HSR, Bangalore",350,,0
Nadan Pothichoru,"Kerala, South Indian, Beverages","HSR, Bangalore",150,,0
Krispy Kreme,"Desserts, Beverages","HSR, Bangalore",400,3.8,4
Savoury Restaurant,"Arabian, North Indian, Chinese, Kerala, Seafood, Biryani, Shake","Sarjapur Road, Bangalore",800,2.3,2
Biryani By Kilo,"Biryani, Mughlai, Kebab, Hyderabadi","HSR, Bangalore",400,,0
Big Bowl Company,"North Indian, Chinese, Biryani, Fast Food, Momos","HSR, Bangalore",200,,3
Halli Jonne Biriyani,"Biryani, North Indian","Jayanagar, Bangalore",400,4.2,4
Wendy's,"Burger, Fast Food","Sarjapur Road, Bangalore",200,,3
Baskin Robbins,"Ice Cream, Desserts, Beverages","HSR, Bangalore",400,3.2,2
Chulha Chauki Da Dhaba,"North Indian, Chinese, Kebab, Mughlai, Biryani, Desserts, Beverages","Sarjapur Road, Bangalore",700,4.4,4
Yumlane Pizza,"Pizza, Fast Food, Desserts, Beverages","Hosur Road, Bangalore",250,,3
Donne Biryani Palace,"Biryani, South Indian, Chinese","HSR, Bangalore",250,3.4,0
Chai Point,"Tea, Fast Food, North Indian, Beverages","HSR, Bangalore",400,3.6,0
Mad Over Donuts,"Desserts, Beverages","HSR, Bangalore",200,4.0,4
Sandwich Guru,"Fast Food, Sandwich, Beverages, Ice Cream, Shake","HSR, Bangalore",100,,0
Sattvam,"North Indian, South Indian","JP Nagar, Bangalore",1500,4.2,1
The Belgian Waffle Co.,"Desserts, Ice Cream, Waffle","Bommanahalli, Bangalore",150,,3
Madurai Idly Shop,"South Indian, Chinese","HSR, Bangalore",300,2.7,2
Aligarh House,"Biryani, North Indian, Kebab, Desserts, Beverages","Koramangala 2nd Block, Bangalore",250,,3
Samosa Party,"Fast Food, Beverages, Burger, Tea","HSR, Bangalore",100,,3
Rolls On Wheels,"Rolls, Chinese, North Indian","HSR, Bangalore",300,3.0,2
Laddoos,"Mithai, North Indian, Beverages, Fast Food, Street Food, Desserts","Bellandur, Bangalore",300,2.6,2
Pepe's Pizza,"Pizza, Pasta, Burger, Desserts, Beverages","Bellandur, Bangalore",800,4.2,4
Erivum Puliyum,"Kerala, North Indian, Chinese, Mughlai, Fast Food, Biryani","Bellandur, Bangalore",200,,3
Chinese Wok - Wok Express,"Momos, Chinese","HSR, Bangalore",200,,3
Cake N Chef,Bakery,"Bannerghatta Road, Bangalore",350,,3
Chaayos Chai+Snacks=Relax,Beverages,"HSR, Bangalore",350,3.3,2
The Biryani Life,"Fast Food, North Indian, Desserts, Beverages","HSR, Bangalore",250,,3
Magnolia Bakery,"Bakery, Desserts","RMZ Ecoworld, Bellandur, Bangalore",300,3.8,0
Itminaan Biryani - Dum Pukht,"Biryani, Mughlai, North Indian","HSR, Bangalore",250,,3
Ice Corner,"Desserts, Ice Cream, Beverages, Shake","HSR, Bangalore",100,,0
Andhra Ruchulu,"Andhra, North Indian, Chinese, Ice Cream, Beverages","JP Nagar, Bangalore",800,4.3,4
New Udupi Veg,"South Indian, Chinese, Street Food, Biryani","Bommanahalli, Bangalore",300,3.2,2
Sri Vishnu Grand,"South Indian, North Indian, Chinese, Street Food, Shake","Sarjapur Road, Bangalore",450,3.6,0
Juice Shop,"Shake, Ice Cream, Desserts, Beverages","HSR, Bangalore",100,,0
The Good Bowl,"North Indian, Mughlai","HSR, Bangalore",200,,0
ibaco,Desserts,"HSR, Bangalore",250,3.9,0
NH1 Bowls - Highway To North,North Indian,"HSR, Bangalore",200,,3
Snack House,"Street Food, Momos","HSR, Bangalore",150,,3
99 Varieties Dosa And Pav Bhaji,South Indian,"HSR, Bangalore",200,3.6,0
Ande Ka Funda,"North Indian, Rolls, Chinese","Bellandur, Bangalore",200,3.1,2
Biryani King,Biryani,"Electronic City, Bangalore",500,3.4,0
Keventers - Milkshakes & Desserts,"Ice Cream, Desserts, Shake, Beverages","HSR, Bangalore",400,3.3,2
"Frozen Bottle - Milkshakes, Desserts And Ice Cream","Beverages, Desserts, Ice Cream, Waffle, Bakery, Healthy Food","HSR, Bangalore",200,,0
AB's - Absolute Barbecues,"North Indian, Mangalorean, BBQ, Street Food, Desserts, Salad, Beverages","Sarjapur Road, Bangalore",1200,4.6,1
1947,"North Indian, Chinese, Desserts, Beverages","JP Nagar, Bangalore",700,2.5,2
Bullet Biryani,"Chinese, Fast Food, Biryani, Kebab","HSR, Bangalore",150,,3
Cupcake Bliss Cakes & Desserts,"Bakery, Desserts","HSR, Bangalore",300,,3
Chickpete Donne Biryani House,"Biryani, South Indian","HSR, Bangalore",150,,0
Kailash Parbat,"North Indian, Street Food, Beverages","Jayanagar, Bangalore",800,3.6,4
Tharavadu Malabar Biryani,"Kerala, Biryani, South Indian, North Indian, Seafood","HSR, Bangalore",150,,3
EasyBites by Empire,"Burger, Fast Food, Beverages","HSR, Bangalore",100,,0
Kaati Zone Rolls And Wraps,"Rolls, Sandwich","HSR, Bangalore",150,,3
Nando's,"Fast Food, Burger, Portuguese","Sarjapur Road, Bangalore",250,,3
Birbal Biryani - Harlur,"Biryani, North Indian, Chinese","HSR, Bangalore",800,3.6,4
Texas Burgers,"Burger, Fast Food, Beverages","Bommanahalli, Bangalore",150,,3
Chaat Street,"Street Food, Beverages","HSR, Bangalore",100,,0
Biryani Mount,"Biryani, North Indian","Sarjapur Road, Bangalore",300,,3
Siddique Kabab Centre,"Mughlai, Chinese, North Indian, Rolls","Jayanagar, Bangalore",400,3.1,2
Mama's Kitchen,Biryani,"Sarjapur Road, Bangalore",200,,3
Just Bake,"Bakery, Desserts, Fast Food","Sarjapur Road, Bangalore",350,,0
The Pizza Bakery - All Day Eatery,"Pizza, Pasta, Italian, Continental, Fast Food, Salad, Desserts, Beverages","RMZ Ecoworld, Bellandur, Bangalore",1000,4.1,4
Momoz,"Chinese, Momos, Seafood","Bellandur, Bangalore",500,3.2,2
Elite Kerala Mess,"Kerala, South Indian, Biryani, Street Food, North Indian, Seafood","Bannerghatta Road, Bangalore",300,3.8,0
The Dessert Zone,"Desserts, Bakery","HSR, Bangalore",200,,3
Chef Bakers,"Bakery, Fast Food, Pizza, Sandwich, Burger, Desserts","Bellandur, Bangalore",400,3.8,4
Mainland China,"Chinese, Asian, Seafood, Beverages","Sarjapur Road, Bangalore",500,,3
Indian Grill House,"North Indian, Biryani, Chinese, Mughlai","Electronic City, Bangalore",250,,0
NH8,"Rajasthani, North Indian","HSR, Bangalore",200,,0
Sweet Truth - Cake and Desserts,Bakery,"HSR, Bangalore",250,,3
Cafe Coffee Day,"Coffee, Fast Food, Desserts, Beverages","HSR, Bangalore",600,3.6,4
Ghar Ka Khana,North Indian,"BTM, Bangalore",200,3.7,0
Cakes Wagon,"Bakery, Desserts","Bellandur, Bangalore",150,,0
Apsara Ice Creams,"Ice Cream, Desserts","HSR, Bangalore",400,4.3,4
Abhiruchi Hotel,"North Indian, Seafood, Biryani, Chinese","BTM, Bangalore",600,3.9,4
Momo Zone - The Momo Company,"Momos, Fast Food","HSR, Bangalore",150,,3
Sri Venkateshwara Sweet Meat Stall,"Mithai, Street Food, Fast Food, North Indian","JP Nagar, Bangalore",400,3.7,0
Hungry Bird,"Biryani, Chinese, North Indian, Hyderabadi, Andhra","Sarjapur Road, Bangalore",150,,0
Biryani House,"Biryani, Chinese","Electronic City, Bangalore",150,,3
Families Food Court,"North Indian, Chinese, Biryani, Mughlai, Rolls","HSR, Bangalore",400,3.5,0
Chung's,Chinese,"Sarjapur Road, Bangalore",200,,0
Shanghai Court,"Chinese, Thai, Desserts, Beverages","Bannerghatta Road, Bangalore",400,4.2,4
Momo Monk,Momos,"HSR, Bangalore",150,,0
Carlos Cake Cafe,"Bakery, Desserts","Bellandur, Bangalore",300,3.8,0
Estaa Sweets,"Mithai, Street Food, Desserts","Bommanahalli, Bangalore",100,,0
Paratha Box - 2X Filling,"North Indian, Desserts, Beverages","Koramangala 2nd Block, Bangalore",150,,3
BigBites,"Fast Food, Pizza, Momos","HSR, Bangalore",200,,3
Shree Shabhari Darshini,South Indian,"BTM, Bangalore",100,,0
The ThickShake Factory,"Beverages, Desserts","HSR, Bangalore",250,,0
Home Plate by EatFit,"North Indian, Beverages","HSR, Bangalore",150,,3
Hungry Chang,"Chinese, Fast Food","Sarjapur Road, Bangalore",200,,0
Third Wave Coffee,"Cafe, Coffee, Fast Food","HSR, Bangalore",400,3.9,4
Sri Bhagya Grand,"South Indian, Chinese, Sandwich, Street Food, North Indian, Beverages","Bannerghatta Road, Bangalore",550,3.5,0
Mayuri,"Andhra, North Indian, Chinese, Beverages, Biryani, Desserts","JP Nagar, Bangalore",800,4.3,4
Bowl 99,"North Indian, South Indian","HSR, Bangalore",300,,3
Renjz Kitchen,South Indian,"Koramangala 7th Block, Bangalore",150,,0
SLAY Coffee,"Beverages, Coffee","Sarjapur Road, Bangalore",150,,0
Food Court By Kitchens@,"North Indian, South Indian, Chinese, Mughlai, Biryani, Momos, Desserts, Beverages","HSR, Bangalore",150,,3
Grow Fit,"Healthy Food, North Indian, Thai, Desserts, Beverages","HSR, Bangalore",250,,3
Singh Da Pind,"North Indian, Chinese, Mughlai, Kebab","HSR, Bangalore",150,,3
Kanti Bakes & Flakes,"Bakery, Desserts, Mithai","Bannerghatta Road, Bangalore",50,,0
Byg Brewski Brewing Company,"Continental, Asian, Pizza, Burger, Biryani","Sarjapur Road, Bangalore",1600,4.7,1
Jalpaan,"North Indian, Italian, Street Food, Desserts, Beverages","Jayanagar, Bangalore",900,4.1,4
Khichdi Express,North Indian,"HSR, Bangalore",150,,0
Andhra Kitchen,"Andhra, Biryani","BTM, Bangalore",50,,0
Venu's Donne Biriyani,"Biryani, Fast Food","BTM, Bangalore",300,3.9,4
Udupi Upahar,"South Indian, North Indian, Chinese, Fast Food, Desserts, Beverages, Biryani, Shake","Bommanahalli, Bangalore",400,,0
Sree Krishna Kafe,"South Indian, Beverages","HSR, Bangalore",350,3.8,0
Indiana Burgers,Burger,"HSR, Bangalore",200,,3
Garden Fresh,"Juices, Beverages, Healthy Food, Shake","HSR, Bangalore",100,,3
Donne Biriyanis Junction,"Biryani, South Indian","HSR, Bangalore",200,,0
Cafe Kanthari,"Kerala, Fast Food","Bommanahalli, Bangalore",350,3.6,0
Khan Saheb Grills And Rolls,"Rolls, Kebab, Fast Food, North Indian","Sarjapur Road, Bangalore",400,3.1,2
The Brooklyn Creamery - Healthy Ice Cream,"Ice Cream, Desserts","Bommanahalli, Bangalore",200,,3
Sri Dalma,"Bengali, Odia","HSR, Bangalore",500,3.7,4
Mealful Rolls - Meals In A Roll,"Rolls, Fast Food","HSR, Bangalore",200,,3
Imperio Combo King,North Indian,"Sarjapur Road, Bangalore",200,,3
Raghavendra Tiffin,South Indian,"HSR, Bangalore",150,4.4,4
Sri Vishnu Grand,"South Indian, North Indian, Chinese, Beverages, Street Food","Sarjapur Road, Bangalore",400,3.2,2
XO Belgian Waffle,"Desserts, Beverages, Waffle, Shake","HSR, Bangalore",400,4.2,4
Firangi Bake,"Italian, Mexican, Desserts","HSR, Bangalore",250,,3
Basaveshwara Khanavali,South Indian,"HSR, Bangalore",200,,0
Udupi Grand,"South Indian, North Indian, Chinese, Beverages, Street Food","Electronic City, Bangalore",300,3.4,0
